mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_n_estimators;param_min_samples_split;param_min_samples_leaf;param_max_features;param_max_depth;params;mean_test_score;std_test_score;rank_test_score
0,7221636295318603;0,06099429752246385;0,19840116500854493;0,03585542723515033;50;5;2;sqrt;10;{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10};1,0;0,0;1
0,9753146648406983;0,15807683105108217;0,17460360527038574;0,03534036873305614;50;5;4;sqrt;15;{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 15};1,0;0,0;1
1,524999475479126;0,1621377056296801;0,2597221374511719;0,07461109959537954;100;5;2;sqrt;15;{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 15};1,0;0,0;1
0,7399736404418945;0,09664360898796526;0,14849567413330078;0,02066716863796671;50;10;4;sqrt;15;{'n_estimators': 50, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 15};1,0;0,0;1
0,7835150718688965;0,08062711653413958;0,1443429946899414;0,01880515596330707;50;5;4;sqrt;5;{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 5};1,0;0,0;1
1,5537853717803956;0,24788217838318072;0,2805483341217041;0,05214932389150235;100;10;2;sqrt;5;{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 5};1,0;0,0;1
1,2876694679260254;0,19838049937279573;0,17964305877685546;0,07284076237987457;100;10;4;sqrt;10;{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10};1,0;0,0;1
0,665133285522461;0,12940169084474254;0,17175278663635254;0,04578448939775317;50;5;4;sqrt;10;{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10};1,0;0,0;1
0,8706905364990234;0,11251129537713783;0,17421159744262696;0,05009635413224192;50;10;2;sqrt;5;{'n_estimators': 50, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 5};1,0;0,0;1
1,4921061992645264;0,11134475720644707;0,2169170379638672;0,05652580879657938;100;5;4;sqrt;5;{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 5};1,0;0,0;1
1,4065972328186036;0,14566250633208339;0,16649169921875;0,07607612631292728;100;5;4;sqrt;15;{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 15};1,0;0,0;1
1,6040668964385987;0,19001003611582892;0,17903919219970704;0,0542887619293546;100;5;2;sqrt;5;{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 5};1,0;0,0;1
1,6393054962158202;0,10318812213496596;0,20554680824279786;0,06770407397297949;100;5;4;sqrt;10;{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10};1,0;0,0;1
1,5197975635528564;0,10160869814514542;0,19289145469665528;0,06599558468098202;100;5;2;sqrt;10;{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10};1,0;0,0;1
1,4182738780975341;0,11151385772940929;0,17915587425231932;0,04755073238007306;100;10;2;sqrt;10;{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10};1,0;0,0;1
0,7860830783843994;0,08487150339262897;0,17598705291748046;0,05644376330013317;50;10;2;sqrt;15;{'n_estimators': 50, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 15};1,0;0,0;1
0,7418314456939697;0,09193557948658117;0,19352779388427735;0,06086898648978765;50;5;2;sqrt;5;{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 5};1,0;0,0;1
0,7118091583251953;0,03357130460019405;0,1767122268676758;0,033879801390943896;50;5;2;sqrt;15;{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 15};1,0;0,0;1
1,7173075675964355;0,15502863636033654;0,24587750434875488;0,07095244226616182;100;10;4;sqrt;15;{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 15};1,0;0,0;1
1,7682367801666259;0,31106708802209865;0,17161388397216798;0,0689110898762353;100;10;4;sqrt;5;{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 5};1,0;0,0;1
